2	355	0.903	0.097
2	532	0.863	0.137
2	563	0.842	0.158
2	1062	0.011	0.989
2	1069	0.728	0.272
2	1500	0.378	0.622
2	1761	0.926	0.074
2	2000	0.989	0.011
2	2726	0.972	0.028
2	2782	0.948	0.052
2	4552	0.989	0.011
2	4686	0.179	0.821
2	4816	0.76	0.24
2	5785	0.35	0.65
2	6041	0.64	0.36
2	6526	0.552	0.448
2	6641	0.938	0.062
2	7950	0.939	0.061
2	8726	0.971	0.029
2	9210	0.132	0.868
2	10776	0.6	0.4
2	10952	0.987	0.013
2	12800	0.927	0.073
2	12829	0.928	0.072
2	13047	0.668	0.332
2	13920	0.538	0.462
2	13933	0.946	0.054
2	14090	0.983	0.017
2	14838	0.607	0.393
2	14988	0.865	0.135
2	15277	0.737	0.263
2	15562	0.818	0.182
2	16030	0.861	0.139
2	16348	0.947	0.053
2	16479	0.979	0.021
2	17500	0.743	0.257
2	18018	0.987	0.013
2	18997	0.616	0.384
2	19033	0.985	0.015
2	19772	0.972	0.028
2	20481	0.99	0.01
2	20834	0.195	0.805
2	21819	0.979	0.021
2	22345	0.13	0.87
2	22605	0.692	0.308
2	24461	0.873	0.127
2	24924	0.8	0.2
2	25096	0.986	0.014
2	25916	0.785	0.215
2	26168	0.608	0.392
2	27088	0.934	0.066
2	27261	0.969	0.031
2	27286	0.312	0.688
2	27883	0.871	0.129
2	27902	0.969	0.031
2	28154	0.842	0.158
2	28747	0.989	0.011
2	28767	0.98	0.02
2	29470	0.792	0.208
2	29503	0.976	0.024
2	29603	0.916	0.084
2	30529	0.962	0.038
2	31035	0.892	0.108
2	31161	0.458	0.542
2	31367	0.768	0.232
2	31455	0.965	0.035
2	31769	0.67	0.33
2	32751	0.788	0.212
2	32995	0.848	0.152
2	33714	0.81	0.19
2	34849	0.737	0.263
2	35527	0.742	0.258
2	35538	0.932	0.068
2	36102	0.372	0.628
2	36602	0.985	0.015
2	38196	0.985	0.015
2	38709	0.976	0.024
2	40118	0.955	0.045
2	40360	0.444	0.556
2	40393	0.883	0.117
2	40685	0.986	0.014
2	40929	0.891	0.109
2	41045	0.017	0.983
2	41293	0.917	0.083
2	41602	0.983	0.017
2	42869	0.92	0.08
2	43362	0.694	0.306
2	43501	0.244	0.756
2	43785	0.95	0.05
2	44348	0.722	0.278
2	44706	0.59	0.41
2	45892	0.973	0.027
2	46225	0.346	0.654
2	46590	0.91	0.09
2	47414	0.952	0.048
2	47563	0.99	0.01
2	48113	0.989	0.011
2	48115	0.988	0.012
2	48645	0.652	0.348
2	48982	0.49	0.51
2	49629	0.922	0.078
2	50281	0.95	0.05
2	50600	0.99	0.01
2	50836	0.978	0.022
2	51064	0.325	0.675
2	51804	0.711	0.289
2	51936	0.069	0.931
2	53758	0.934	0.066
2	55368	0.109	0.891
2	55850	0.984	0.016
2	58665	0.944	0.056
2	58915	0.966	0.034
2	59339	0.883	0.117
2	60223	0.306	0.694
2	60296	0.527	0.473
2	60376	0.649	0.351
2	60523	0.115	0.885
2	61013	0.501	0.499
2	62387	0.955	0.045
2	62604	0.913	0.087
2	63711	0.183	0.817
2	63736	0.985	0.015
2	64328	0.802	0.198
2	65592	0.989	0.011
2	66656	0.128	0.872
2	66686	0.128	0.872
2	67123	0.78	0.22
2	67574	0.093	0.907
2	67847	0.945	0.055
2	68483	0.098	0.902
2	68784	0.339	0.661
2	69393	0.671	0.329
2	69428	0.332	0.668
2	69778	0.941	0.059
2	70538	0.559	0.441
2	71859	0.96	0.04
2	72588	0.515	0.485
2	72632	0.947	0.053
2	73018	0.852	0.148
2	73939	0.949	0.051
2	74477	0.971	0.029
2	74547	0.961	0.039
2	76275	0.973	0.027
2	77519	0.931	0.069
2	77799	0.376	0.624
2	78948	0.731	0.269
2	80899	0.327	0.673
2	82283	0.835	0.165
2	83369	0.989	0.011
2	83441	0.055	0.945
2	83488	0.744	0.256
2	83805	0.526	0.474
2	84049	0.955	0.045
2	84128	0.883	0.117
2	84424	0.902	0.098
2	86176	0.827	0.173
2	87132	0.975	0.025
2	87431	0.895	0.105
2	87742	0.864	0.136
2	88214	0.648	0.352
2	88632	0.968	0.032
2	89455	0.489	0.511
2	89769	0.989	0.011
2	89842	0.967	0.033
2	89861	0.934	0.066
2	90513	0.804	0.196
2	91397	0.895	0.105
2	92184	0.8	0.2
2	93590	0.982	0.018
2	93646	0.431	0.569
2	95399	0.987	0.013
2	95419	0.976	0.024
2	95780	0.387	0.613
2	96304	0.98	0.02
2	99514	0.938	0.062
2	99903	0.818	0.182
2	100606	0.977	0.023
2	100799	0.899	0.101
2	101296	0.891	0.109
2	102769	0.983	0.017
2	104922	0.662	0.338
2	105136	0.962	0.038
2	105808	0.881	0.119
2	106432	0.301	0.699
2	106548	0.41	0.59
2	107077	0.599	0.401
2	107665	0.754	0.246
2	112298	0.799	0.201
2	112307	0.936	0.064
2	112383	0.913	0.087
2	114140	0.937	0.063
2	114585	0.736	0.264
2	114641	0.973	0.027
2	116980	0.775	0.225
2	117169	0.988	0.012
2	117410	0.99	0.01
2	117447	0.604	0.396
2	119437	0.557	0.443
2	119459	0.808	0.192
2	119822	0.975	0.025
2	119871	0.609	0.391
2	120296	0.686	0.314
2	120328	0.975	0.025
2	121227	0.736	0.264
2	122153	0.684	0.316
2	122576	0.503	0.497
2	122633	0.503	0.497
2	123569	0.839	0.161
2	123775	0.124	0.876
2	125588	0.986	0.014
2	125906	0.811	0.189
2	126367	0.765	0.235
2	126479	0.744	0.256
2	126581	0.672	0.328
2	127518	0.967	0.033
2	128385	0.984	0.016
2	128760	0.981	0.019
2	128795	0.918	0.082
2	129245	0.318	0.682
2	129748	0.976	0.024
2	130071	0.985	0.015
2	130263	0.241	0.759
2	130767	0.951	0.049
2	130892	0.88	0.12
2	131007	0.974	0.026
2	131044	0.981	0.019
2	131284	0.929	0.071
2	131314	0.703	0.297
2	132200	0.444	0.556
2	132549	0.923	0.077
2	132992	0.747	0.253
2	134284	0.979	0.021
2	134961	0.85	0.15
2	135488	0.937	0.063
2	136031	0.966	0.034
2	137214	0.863	0.137
2	137447	0.966	0.034
2	137783	0.454	0.546
2	138734	0.327	0.673
2	139088	0.802	0.198
2	139095	0.882	0.118
2	139845	0.109	0.891
2	143305	0.876	0.124
2	143618	0.893	0.107
2	144046	0.937	0.063
2	145223	0.82	0.18
2	145315	0.962	0.038
2	145812	0.907	0.093
2	146660	0.961	0.039
2	147339	0.484	0.516
2	147661	0.737	0.263
2	147818	0.499	0.501
2	149407	0.979	0.021
2	150630	0.97	0.03
2	151325	0.985	0.015
2	151327	0.137	0.863
2	151389	0.738	0.262
2	151406	0.99	0.01
2	151479	0.984	0.016
2	151483	0.97	0.03
2	152225	0.939	0.061
2	152438	0.169	0.831
2	152564	0.499	0.501
2	153011	0.941	0.059
2	153254	0.986	0.014
2	153359	0.068	0.932
2	154210	0.902	0.098
2	154301	0.98	0.02
2	155578	0.895	0.105
2	155797	0.921	0.079
2	156436	0.368	0.632
2	156788	0.845	0.155
2	157866	0.814	0.186
2	157975	0.242	0.758
2	158196	0.779	0.221
2	158857	0.725	0.275
2	159146	0.831	0.169
2	159858	0.956	0.044
2	161102	0.978	0.022
2	161955	0.97	0.03
2	162753	0.682	0.318
2	162949	0.828	0.172
2	163036	0.914	0.086
2	163278	0.772	0.228
2	163488	0.305	0.695
2	163755	0.397	0.603
2	164085	0.894	0.106
2	164478	0.949	0.051
2	164804	0.984	0.016
2	165332	0.985	0.015
2	165471	0.972	0.028
2	166308	0.952	0.048
2	166488	0.918	0.082
2	166935	0.888	0.112
2	166960	0.899	0.101
2	168083	0.533	0.467
2	168480	0.666	0.334
2	170504	0.901	0.099
2	171040	0.923	0.077
2	171112	0.98	0.02
2	172382	0.978	0.022
2	172910	0.817	0.183
2	172927	0.891	0.109
2	173341	0.073	0.927
2	173369	0.986	0.014
2	174277	0.917	0.083
2	174732	0.921	0.079
2	174930	0.523	0.477
2	175425	0.972	0.028
2	175943	0.413	0.587
2	175968	0.581	0.419
2	176371	0.923	0.077
2	177070	0.413	0.587
2	178284	0.875	0.125
2	178441	0.901	0.099
2	178974	0.984	0.016
2	179107	0.844	0.156
2	179426	0.583	0.417
2	181107	0.434	0.566
2	181414	0.831	0.169
2	181782	0.41	0.59
2	182014	0.55	0.45
2	185097	0.864	0.136
2	185450	0.893	0.107
2	185777	0.774	0.226
2	186570	0.575	0.425
2	189724	0.711	0.289
2	190208	0.94	0.06
2	190779	0.931	0.069
2	192994	0.958	0.042
2	194101	0.977	0.023
2	194306	0.979	0.021
2	194724	0.989	0.011
2	195006	0.124	0.876
2	195272	0.111	0.889
2	195451	0.938	0.062
2	195718	0.54	0.46
2	195982	0.885	0.115
2	196154	0.955	0.045
2	196293	0.395	0.605
2	196390	0.925	0.075
2	197501	0.804	0.196
2	197690	0.735	0.265
2	199282	0.981	0.019
2	200418	0.888	0.112
2	201848	0.922	0.078
2	202518	0.989	0.011
2	202911	0.832	0.168
2	203477	0.47	0.53
2	203492	0.819	0.181
2	204155	0.972	0.028
2	204445	0.859	0.141
2	204898	0.98	0.02
2	206904	0.892	0.108
2	207692	0.988	0.012
2	208662	0.98	0.02
2	208920	0.283	0.717
2	209178	0.988	0.012
2	209499	0.91	0.09
2	210054	0.326	0.674
2	210211	0.718	0.282
2	210226	0.862	0.138
2	210762	0.352	0.648
2	211807	0.837	0.163
2	211815	0.492	0.508
2	212586	0.911	0.089
2	212805	0.435	0.565
2	213327	0.238	0.762
2	213616	0.461	0.539
2	214267	0.858	0.142
2	214479	0.294	0.706
2	214507	0.954	0.046
2	214536	0.932	0.068
2	214603	0.754	0.246
2	215239	0.631	0.369
2	216010	0.823	0.177
2	216045	0.988	0.012
2	216158	0.955	0.045
2	216377	0.931	0.069
2	216762	0.969	0.031
2	217056	0.719	0.281
2	217380	0.966	0.034
2	217451	0.435	0.565
2	218245	0.971	0.029
2	218353	0.385	0.615
2	218463	0.74	0.26
2	218636	0.898	0.102
2	218975	0.988	0.012
2	220184	0.921	0.079
2	221442	0.648	0.352
2	221575	0.813	0.187
2	221904	0.475	0.525
2	223601	0.461	0.539
2	224693	0.716	0.284
2	224993	0.636	0.364
2	225536	0.183	0.817
2	226244	0.977	0.023
2	227478	0.901	0.099
2	227680	0.987	0.013
2	227906	0.529	0.471
2	227986	0.587	0.413
2	228346	0.136	0.864
2	228407	0.119	0.881
2	228825	0.842	0.158
2	228873	0.967	0.033
2	230517	0.914	0.086
2	231291	0.553	0.447
2	231350	0.853	0.147
