3	497	0.096	0.904
3	1665	0.12	0.88
3	2409	0.711	0.289
3	2788	0.849	0.151
3	4809	0.367	0.633
3	5420	0.988	0.012
3	5878	0.981	0.019
3	6714	0.933	0.067
3	6825	0.163	0.837
3	7361	0.935	0.065
3	8948	0.98	0.02
3	9334	0.98	0.02
3	10357	0.93	0.07
3	11295	0.808	0.192
3	11315	0.921	0.079
3	11797	0.623	0.377
3	12089	0.464	0.536
3	12460	0.587	0.413
3	13821	0.146	0.854
3	14146	0.662	0.338
3	14150	0.861	0.139
3	14160	0.985	0.015
3	14781	0.981	0.019
3	15762	0.979	0.021
3	15842	0.98	0.02
3	16766	0.952	0.048
3	16769	0.77	0.23
3	17154	0.985	0.015
3	17805	0.433	0.567
3	18117	0.856	0.144
3	18334	0.262	0.738
3	18563	0.374	0.626
3	18793	0.927	0.073
3	18871	0.985	0.015
3	18892	0.961	0.039
3	19056	0.865	0.135
3	19155	0.083	0.917
3	19195	0.917	0.083
3	19894	0.961	0.039
3	19971	0.646	0.354
3	21256	0.981	0.019
3	21774	0.98	0.02
3	22361	0.979	0.021
3	22425	0.771	0.229
3	22716	0.577	0.423
3	23157	0.368	0.632
3	24252	0.714	0.286
3	24782	0.203	0.797
3	25555	0.457	0.543
3	27333	0.958	0.042
3	28551	0.896	0.104
3	29219	0.752	0.248
3	29318	0.523	0.477
3	29509	0.884	0.116
3	29877	0.773	0.227
3	30195	0.809	0.191
3	30487	0.674	0.326
3	30501	0.533	0.467
3	30622	0.926	0.074
3	31574	0.97	0.03
3	32073	0.976	0.024
3	32654	0.661	0.339
3	33587	0.974	0.026
3	33735	0.899	0.101
3	34206	0.97	0.03
3	34801	0.829	0.171
3	34927	0.105	0.895
3	35410	0.626	0.374
3	35790	0.763	0.237
3	36375	0.974	0.026
3	36408	0.754	0.246
3	36875	0.974	0.026
3	39894	0.978	0.022
3	40417	0.977	0.023
3	41058	0.936	0.064
3	41875	0.856	0.144
3	42154	0.593	0.407
3	42649	0.984	0.016
3	43021	0.66	0.34
3	43686	0.722	0.278
3	43831	0.926	0.074
3	45433	0.979	0.021
3	45600	0.584	0.416
3	45772	0.48	0.52
3	46459	0.578	0.422
3	46886	0.282	0.718
3	50339	0.957	0.043
3	51052	0.938	0.062
3	51668	0.609	0.391
3	52401	0.279	0.721
3	53325	0.846	0.154
3	54034	0.987	0.013
3	54466	0.966	0.034
3	54643	0.889	0.111
3	55016	0.977	0.023
3	55067	0.977	0.023
3	55424	0.927	0.073
3	55502	0.922	0.078
3	55511	0.988	0.012
3	56177	0.962	0.038
3	57500	0.983	0.017
3	57754	0.983	0.017
3	57875	0.759	0.241
3	60666	0.93	0.07
3	62667	0.79	0.21
3	62830	0.985	0.015
3	63213	0.758	0.242
3	63363	0.966	0.034
3	64505	0.874	0.126
3	65850	0.422	0.578
3	66047	0.874	0.126
3	66593	0.837	0.163
3	67377	0.989	0.011
3	67624	0.718	0.282
3	68456	0.948	0.052
3	68730	0.62	0.38
3	69164	0.769	0.231
3	69263	0.321	0.679
3	69786	0.925	0.075
3	70021	0.986	0.014
3	70532	0.989	0.011
3	70735	0.651	0.349
3	70807	0.927	0.073
3	71564	0.597	0.403
3	72430	0.724	0.276
3	72507	0.948	0.052
3	72849	0.98	0.02
3	73217	0.626	0.374
3	74852	0.575	0.425
3	74997	0.972	0.028
3	76480	0.453	0.547
3	77109	0.574	0.426
3	77536	0.409	0.591
3	77720	0.74	0.26
3	78398	0.735	0.265
3	78476	0.649	0.351
3	78565	0.926	0.074
3	78806	0.908	0.092
3	79900	0.952	0.048
3	80169	0.297	0.703
3	81937	0.841	0.159
3	82527	0.714	0.286
3	83415	0.368	0.632
3	84807	0.883	0.117
3	84942	0.64	0.36
3	85727	0.915	0.085
3	85829	0.969	0.031
3	86655	0.955	0.045
3	87382	0.897	0.103
3	88571	0.574	0.426
3	88683	0.525	0.475
3	89992	0.29	0.71
3	90190	0.33	0.67
3	90322	0.324	0.676
3	90880	0.738	0.262
3	91756	0.472	0.528
3	93177	0.954	0.046
3	93770	0.987	0.013
3	94776	0.747	0.253
3	95816	0.91	0.09
3	95820	0.403	0.597
3	95845	0.444	0.556
3	97081	0.987	0.013
3	97448	0.964	0.036
3	97450	0.978	0.022
3	98752	0.943	0.057
3	98761	0.843	0.157
3	99032	0.489	0.511
3	99730	0.99	0.01
3	100566	0.68	0.32
3	101735	0.99	0.01
